Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2025-01-31;ODGProvence;Developpement export IFT;20;export IFT
2025-01-31;ODGNantes;TMA;3,5;TMA
2025-01-31;NathanMode;Assistance / Demande;1;TMA
2025-01-31;Juricaf;TMA;7;TMA
2025-01-31;IVSO;TMA;3,5;NutriVin
2025-01-31;IVSO;TMA;1;TMA
2025-01-31;IVSO;Assistance / Demande;1;TMA
2025-01-31;IVSE;TMA;0,5;TMA
2025-01-31;IVSE;Assistance / Demande;3,5;TMA
2025-01-31;IVBD;TMA;3,5;TMA
2025-01-31;IVBD;TMA;2,0;TMA
2025-01-31;IVBD;TMA;1;TMA
2025-01-31;IVBD;Assistance / Demande;3,5;TMA
2025-01-31;IR;TMA;3,5;TMA
2025-01-31;IR;TMA;0,5;TMA
2025-01-31;IR;Import RéserveInterpro;10,5;TMA
2025-01-31;IR;Assistance / Demande;14;TMA
2025-01-31;CNIV;TMA;3,5;TMA
2025-01-31;CIVP;TMA;0,5;TMA
2025-01-31;CIVP;TMA;0,5;TMA
2025-01-31;CIVP;Import RéserveInterpro;10,5;TMA
2025-01-31;CIVP;Facturation SV12;7;SV12
2025-01-31;CIVP;Dev sprint 1;32,5;CravatePDF
2025-01-31;CIVP;Dev;14;CravatePDF
2025-01-31;CIVP;CravatePDF;7,0;CravatePDF
2025-01-31;CIVP;Assistance / Demande;14;TMA
2025-01-31;CIVA;TMA + Réserve interpro;10,5;TMA
2025-01-31;CIVA;TMA;3,5;TMA
2025-01-31;CIVA;TMA;10,5;TMA
2025-01-31;CIVA;Assistance / Demande;3,5;TMA
2025-01-31;CentreLoire;TMA;7,0;TMA
2025-01-31;CentreLoire;TMA;3;TMA
2025-01-31;CentreLoire;TMA;3;TMA
2025-01-31;CentreLoire;TMA;3,5;TMA
2025-01-31;CentreLoire;Assistance / Demande;1;TMA
2025-01-31;BIVC;TMA;7,0;TMA
2025-01-31;BIVC;Assistance / Demande;1;TMA
2025-01-31;AVA;TMA;3,5;TMA
2025-01-31;AVA;TMA;14;TMA
2025-01-31;Aurouze;TMA;0,5;TMA
2025-01-31;Aurouze;Assistance / Demande;2;TMA
2024-12-31;VinsIGP;VIP2C;7;TMA
2024-12-31;VinsIGP;TMA;7;TMA
2024-12-31;VinsIGP;TMA;14;TMA
2024-12-31;VinsIGP;TMA;14,0;TMA
2024-12-31;Ventoux;TMA;2;TMA
2024-12-31;Ventoux;TMA;1,5;TMA
2024-12-31;ODGRhone;TMA;3,5;TMA
2024-12-31;ODGRhone;TMA;3,5;TMA
2024-12-31;ODGRhone;TMA;10,5;TMA
2024-12-31;ODGProvence;TMA;5;TMA
2024-12-31;ODGProvence;TMA;4;TMA
2024-12-31;ODGProvence;TMA;1,5;TMA
2024-12-31;NLNet;Signature PDF Filigranne;7;SignaturePDF
2024-12-31;IVSO;TMA;3,5;TMA
2024-12-31;IVSO;TMA;2;TMA
2024-12-31;IVSO;TMA;10,5;NutriVin
2024-12-31;IVSO;Police de caractere du PDF;1,5;NutriVin
2024-12-31;IVSO;Evol mentions et affichage qr code;11;NutriVin
2024-12-31;IVSE;TMA évolutive;3,5;VIP2C
2024-12-31;IVSE;TMA;2,5;VIP2C
2024-12-31;IVSE;Finalisation Dev VIP2C;15,5;VIP2C
2024-12-31;IVBD;TMA;2;TMA
2024-12-31;IVBD;TMA;2,5;TMA
2024-12-31;IR;TMA;3,5;TMA
2024-12-31;IR;Dev. Évolutions;17,5;RéserveInterpro
2024-12-31;IR;Assistance / Demande;24,5;TMA
2024-12-31;CNIV;TMA;3,5;TMA
2024-12-31;CNIV;TMA;3,5;TMA
2024-12-31;CNIV;Migration;10,5;Forfait
2024-12-31;CNIV;Gestion down des douanes;3,5;TMA
2024-12-31;CIVP;Dev;10,5;SuiviReserve
2024-12-31;CIVP;CravatePDF;7,0;SuiviReserve
2024-12-31;CIVP;Assistance / Demande;14;TMA
2024-12-31;CIVA;TMA;8;TMA
2024-12-31;CIVA;TMA;7;TMA
2024-12-31;CIVA;TMA;17,5;TMA
2024-12-31;CentreLoire;TMA;7;TMA
2024-12-31;CentreLoire;TMA;4;TMA
2024-12-31;CentreLoire;TMA;17,5;TMA
2024-12-31;CentreLoire;Assistance / Demande;1;TMA
2024-12-31;AVA;TMA;7;TMA
2024-12-31;AVA;TMA;7;TMA
2024-12-31;AVA;TMA;10,5;TMA
2024-12-31;Aurouze;TMA;3,5;TMA
2024-12-31;Aurouze;TMA;2;TMA
2024-12-31;Aurouze;TMA;1,5;TMA
2024-12-31;Assvas;TMA;3,5;TMA
2024-12-31;ADM;TMA;3,5;TMA
2024-12-31;ADM;TMA;3,5;TMA
2024-11-30;VinsIGP;TMA;3,5;TMA
2024-11-30;VinsIGP;TMA;14,0;TMA
2024-11-30;VinsIGP;TMA;11,5;TMA
2024-11-30;VinsIGP;Assistance / Demande;2;TMA
2024-11-30;Ventoux;TMA;1,0;TMA
2024-11-30;ODGRhone;TMA;3,5;TMA
2024-11-30;ODGRhone;TMA;2;TMA
2024-11-30;ODGRhone;TMA;1,5;TMA
2024-11-30;ODGRhone;TMA;1,5;TMA
2024-11-30;ODGProvence;Développement;14;CAPCVP
2024-11-30;ODGProvence;Dév;7,0;CAPCVP
2024-11-30;NathanMode;Assistance / Demande;2;TMA
2024-11-30;IVSO;Traductions 3 langues;3,5;NutriVin
2024-11-30;IVSO;TMA;3,5;TMA
2024-11-30;IVSO;TMA;3,5;NutriVin
2024-11-30;IVSO;Développement NutriVin;5,5;NutriVin
2024-11-30;IVSO;Developpement fiche accompagnement, évol EAN-13 et changements mineurs;23;NutriVin
2024-11-30;IVSE;TMA;1,5;VIP2C
2024-11-30;IVSE;Evolutions identification produit;7;VIP2C
2024-11-30;IVSE;Dev VIP2C;14;VIP2C
2024-11-30;IVSE;Dev. Évolutions;3,5;Sécurité
2024-11-30;IVSE;Débug xml DRM;2;TMA
2024-11-30;IVSE;Assistance / Demande;3,5;TMA
2024-11-30;IVBD;TMA;3,5;TMA
2024-11-30;IVBD;TMA;1,5;TMA
2024-11-30;IR;Identification produit BIVB;21;TMA
2024-11-30;IR;Dev. Évolutions;14;Sécurité
2024-11-30;IR;Débug xml DRM;2,5;TMA
2024-11-30;IR;Assistance / Demande;7;TMA
2024-11-30;CNIV;TMA;3,5;Forfait
2024-11-30;CNIV;Migration;21;Forfait
2024-11-30;CIVP;TMA;3,5;TMA
2024-11-30;CIVP;TMA;2;TMA
2024-11-30;CIVP;Réunion;2;SuiviReserve
2024-11-30;CIVP;Réserve interpro millésimé;3,5;TMA
2024-11-30;CIVP;Dev. Évolutions;10,5;Sécurité
2024-11-30;CIVP;Débug xml DRM;2,5;TMA
2024-11-30;CIVP;Assistance / Demande;3,5;TMA
2024-11-30;CIVA;TMA;7;TMA
2024-11-30;CIVA;TMA;3,5;TMA
2024-11-30;CIVA;TMA;2;TMA
2024-11-30;CIVA;TMA;24,5;TMA
2024-11-30;CIVA;Partage de données;7;TMA
2024-11-30;CIVA;Assistance / Demande;1,5;TMA
2024-11-30;CentreLoire;TMA;3,5;TMA
2024-11-30;CentreLoire;TMA;19;TMA
2024-11-30;CentreLoire;TMA;17,5;TMA
2024-11-30;CentreLoire;TMA;0,5;TMA
2024-11-30;BIVC;TMA;7,0;TMA
2024-11-30;BIVC;TMA;3,5;TMA
2024-11-30;BIVC;TMA;0,5;TMA
2024-11-30;AVA;TMA;3,5;TMA
2024-11-30;AVA;TMA;1,5;TMA
2024-11-30;AVA;Assistance / Demande;2,0;TMA
2024-11-30;Aurouze;TMA;3;TMA
2024-11-30;Aurouze;TMA;2,5;TMA
2024-10-31;VinsIGP;TMA;7;TMA
2024-10-31;VinsIGP;TMA;7;TMA
2024-10-31;VinsIGP;TMA;7;TMA
2024-10-31;VinsIGP;TMA;11;TMA
2024-10-31;VinsIGP;Changement Dénomination DR/SV;26,5;Forfait
2024-10-31;Ventoux;TMA;1;TMA
2024-10-31;Ventoux;Forfait;3,5;Forfait
2024-10-31;Ventoux;Corrections et mail d'ouverture;10,5;Forfait
2024-10-31;Tuenet;TMA;1;TMA
2024-10-31;Prodimmo;Outils interne de suivi de comptable par les pièces;14;Metacompta
2024-10-31;Prodimmo;Outils interne de suivi comptable par les pièces;21;Metacompta
2024-10-31;ODGProvence;Import et adaptation pour Cotraux d'Aix et Varoix;31,5;CAPCVP
2024-10-31;ODGProvence;Développement + import;31,5;CAPCVP
2024-10-31;NLNet;TMA;0,5;NutriVin
2024-10-31;NathanMode;TMA;2,0;TMA
2024-10-31;IVSO;TMA;4;TMA
2024-10-31;IVSO;TMA;1;TMA
2024-10-31;IVSO;Nutri.Vin;3,5;TMA
2024-10-31;IVSE;Assistance / Demande;8,5;TMA
2024-10-31;IVBD;Assistance / Demande;0,5;TMA
2024-10-31;IR;TMA + Sécu;3;TMA
2024-10-31;IR;Hébergement - AdminSys sécu;3,5;Hébergement
2024-10-31;IR;Audit;14;Sécurité
2024-10-31;IR;Assistance / Demande;9;TMA
2024-10-31;CNIV;TMA;7;Forfait
2024-10-31;CIVP;TMA;1;TMA
2024-10-31;CIVP;TMA;1,5;TMA
2024-10-31;CIVP;Réserve interpro millésimé;21;Reserve
2024-10-31;CIVP;Assistance / Demande;10,5;TMA
2024-10-31;CIVA;TMA + Exports;11,5;TMA
2024-10-31;CIVA;TMA;7;TMA
2024-10-31;CIVA;TMA;3,5;TMA
2024-10-31;CIVA;TMA;2;TMA
2024-10-31;CIVA;Assistance / Demande;1;TMA
2024-10-31;CentreLoire;TMA;3,5;TMA
2024-10-31;CentreLoire;TMA;14;TMA
2024-10-31;CentreLoire;TMA;0,5;TMA
2024-10-31;CentreLoire;Réunion Métabase;7;Formation
2024-10-31;CentreLoire;Formation;7;Formation
2024-10-31;BIVC;TMA;3,5;TMA
2024-10-31;AVA;TMA;3;TMA
2024-10-31;AVA;TMA;3,5;TMA
2024-10-31;AVA;Assistance / Demande;1;TMA
2024-10-31;Aurouze;TMA;9,5;TMA
2024-10-31;Aurouze;TMA;3;TMA
2024-10-31;Aurouze;TMA;10,5;TMA
2024-10-31;Aurouze;Assistance / Demande;1;TMA
2024-10-31;Assvas;TMA;0,5;TMA
2024-10-31;ADM;TMA;8;TMA
2024-09-30;VinsIGP;TMA;3;TMA
2024-09-30;VinsIGP;TMA;3,5;TMA
2024-09-30;VinsIGP;TMA;10,5;TMA
2024-09-30;Ventoux;Forfait;3,5;Forfait
2024-09-30;Ventoux;Dev et mise en prod;10,5;Forfait
2024-09-30;ODGRhone;TMA;6,5;Calendrier
2024-09-30;ODGRhone;TMA;3,5;TMA
2024-09-30;ODGRhone;Evolutions Calendrier;21;Calendrier
2024-09-30;ODGRhone;Dev calendrier;6;Calendrier
2024-09-30;ODGRhone;Calendrier;17,5;Calendrier
2024-09-30;ODGProvence;TMA (sept + aout);21;TMA
2024-09-30;IVSO;TMA;3,5;TMA
2024-09-30;IVSO;TMA;1,5;TMA
2024-09-30;IVSO;TMA;10,5;TMA
2024-09-30;IVSE;TMA;3,5;TMA
2024-09-30;IVSE;Assistance / Demande;3,5;TMA
2024-09-30;IVBD;TMA;3,5;TMA
2024-09-30;IVBD;TMA;3,5;TMA
2024-09-30;IR;Assistance / Demande;14;TMA
2024-09-30;CNIV;TMA;3,5;Forfait
2024-09-30;CIVP;TMA;6,5;Calendrier
2024-09-30;CIVP;TMA;3,5;TMA
2024-09-30;CIVP;TMA;3,5;TMA
2024-09-30;CIVP;Réserve interpro millésimé;7;Reserve
2024-09-30;CIVP;Evolutions Calendrier;21;Calendrier
2024-09-30;CIVP;Dev calendrier;6;Calendrier
2024-09-30;CIVP;Calendrier;17,5;Calendrier
2024-09-30;CIVP;Assistance / Demande;10,5;TMA
2024-09-30;CIVA;TMA;3,5;TMA
2024-09-30;CIVA;TMA;1,5;TMA
2024-09-30;CIVA;TMA;10,5;TMA
2024-09-30;CentreLoire;TMA;3,5;TMA
2024-09-30;CentreLoire;TMA;1,5;TMA
2024-09-30;BIVC;TMA;3,5;TMA
2024-09-30;BIVC;TMA;3,5;TMA
2024-09-30;AVA;TMA;14,0;TMA
2024-09-30;AVA;TMA;0,5;TMA
2024-09-30;Aurouze;TMA;7,5;TMA
2024-09-30;Aurouze;TMA;3,5;TMA
2024-09-30;Aurouze;TMA;13;TMA
2024-09-30;AMVM;AdminSys;7;Forfait
2024-09-30;ADM;TMA;3,5;TMA
2024-09-30;ADM;TMA;3,5;TMA
2024-09-27;ADM;Correction du bug qui rejette au lieu de valilder;2,5;TMA
2024-09-26;ADM;Sécurisation des pages d'admin du site;1,5;TMA
2024-09-01;ADM;Support mail et téléphonique;1;TMA
2024-08-31;VinsIGP;TMA;17,5;TMA
2024-08-31;VinsIGP;TMA;10,5;TMA
2024-08-31;VinsIGP;Assistance / Demande;1;TMA
2024-08-31;Ventoux;Sprint;4;Forfait
2024-08-31;Ventoux;Forfait;7;Forfait
2024-08-31;ODGRhone;Travail sur le calendrier;1;Calendrier
2024-08-31;ODGRhone;TMA;7;TMA
2024-08-31;ODGRhone;Evolutions Calendrier;9;Calendrier
2024-08-31;ODGRhone;Dev;3,5;Calendrier
2024-08-31;ODGRhone;Calendrier;7;Calendrier
2024-08-31;NLNet;SignaturePDF: Digital signature;3,5;Dev
2024-08-31;NLNet;Signature .deb finalisation;5,5;Forfait
2024-08-31;NLNet;Ajustements sur la fonctionnalité de chiffrement;2;chiffrement
2024-08-31;Juricaf;TMA;3,5;TMA
2024-08-31;IVSO;TMA;17,5;TMA
2024-08-31;IVSE;VIP2C;3,5;TMA
2024-08-31;IVSE;SV12;2;SV12
2024-08-31;IVSE;Assistance / Demande;1,5;TMA
2024-08-31;IVBD;TMA;3;TMA
2024-08-31;IVBD;TMA;14;TMA
2024-08-31;IR;TMA;7;TMA
2024-08-31;IR;TMA;1;TMA
2024-08-31;IR;Assistance / Demande;3,5;TMA
2024-08-31;CIVP;Travail sur le calendrier;1;Calendrier
2024-08-31;CIVP;TMA Déclaration Stock;1;TMA
2024-08-31;CIVP;TMA;7;TMA
2024-08-31;CIVP;Evolutions Calendrier;8,5;Calendrier
2024-08-31;CIVP;Dev;3,5;Calendrier
2024-08-31;CIVP;Calendrier;7;Calendrier
2024-08-31;CIVP;Assistance / Demande;10,5;TMA
2024-08-31;CIVA;TMA;3,5;TMA
2024-08-31;CIVA;TMA;3,5;TMA
2024-08-31;CIVA;TMA;1;TMA
2024-08-31;CentreLoire;TMA;7;TMA
2024-08-31;CentreLoire;TMA;1;TMA
2024-08-31;BIVC;TMA;14;TMA
2024-08-31;AVA;TMA;0,5;TMA
2024-08-31;Aurouze;TMA;1;TMA
2024-08-31;Aurouze;Assistance / Demande;2;TMA
2024-08-30;VinsIGP;TMA;3,5;TMA
2024-08-30;Ventoux;Dev;2,5;Dev
2024-08-30;NLNet;chiffrement + refacto;7,0;chiffrement
2024-08-30;CIVA;TMA;2,5;TMA
2024-08-30;BIVC;TMA;3,5;TMA
2024-08-30;AVA;TMA + Merge;14,0;TMA
2024-07-31;VinsIGP;TMA;3,5;TMA
2024-07-31;VinsIGP;TMA;0,5;TMA
2024-07-31;VinsIGP;TMA;0,5;TMA
2024-07-31;VinsIGP;Assistance / Demande;1;TMA
2024-07-31;Ventoux;Sprint;2,5;Forfait
2024-07-31;Ventoux;Réunion;14;Réunion
2024-07-31;Ventoux;Forfait;42;Forfait
2024-07-31;Ventoux;Dev;9,5;Dev
2024-07-31;Ventoux;Dev;52,5;Dev
2024-07-31;Ventoux;Dev;1,5;Dev
2024-07-31;Prodimmo;Correction bug outils interne de suivi de l'activité;1,5;Mon Activité
2024-07-31;ODGRhone;TMA;1,5;TMA
2024-07-31;ODGRhone;Evolutions Calendrier;7;Calendrier
2024-07-31;ODGRhone;Evolutions Calendrier;3,5;Calendrier
2024-07-31;ODGRhone;Calendrier;14,5;Calendrier
2024-07-31;ODGProvence;TMA;7,0;TMA
2024-07-31;NLNet;SignaturePDF: Digital signature;14;Digital signature
2024-07-31;NLNet;[Ne pas facturer] Signature .deb;10;Debian Package
2024-07-31;NLNet;Finalisation fonctionnalité de chiffrement;3,5;Encryption
2024-07-31;NLNet;chiffrement + refacto;14,0;Encryption
2024-07-31;NLNet;Ajout fonctionnalité administration;2;Encryption
2024-07-31;NathanMode;Developpement;3,5;TMA
2024-07-31;Juricaf;TMA;3,5;TMA
2024-07-31;IVSO;Assistance / Demande;3,5;TMA
2024-07-31;IVSE;SV12;28;SV12
2024-07-31;IVSE;Declarvin;2;TMA
2024-07-31;IVSE;Assistance / Demande;3,5;TMA
2024-07-31;IVBD;TMA;1,5;TMA
2024-07-31;IVBD;Assistance / Demande;0,5;TMA
2024-07-31;IR;Declarvin;2;TMA
2024-07-31;IR;Assistance / Demande;7;TMA
2024-07-31;CNIV;TMA;14;TMA
2024-07-31;CIVP;Evolutions Calendrier;7;Calendrier
2024-07-31;CIVP;Evolutions Calendrier;3,5;Calendrier
2024-07-31;CIVP;Dev;0,5;Calendrier
2024-07-31;CIVP;Declarvin;2;TMA
2024-07-31;CIVP;Calendrier;14,5;Calendrier
2024-07-31;CIVP;Assistance / Demande;17,5;TMA
2024-07-31;CIVA;TMA;7,0;TMA
2024-07-31;CIVA;TMA;3,5;TMA
2024-07-31;CentreLoire;TMA;4,5;TMA
2024-07-31;CentreLoire;TMA;3,5;TMA
2024-07-31;BIVC;TMA;1;TMA
2024-07-31;BIVC;Métabase;7,0;Métabase
2024-07-31;AVA;TMA;0,5;TMA
2024-07-31;Aurouze;TMA;3,5;TMA
2024-07-31;Aurouze;TMA;3,5;TMA
2024-07-31;Aurouze;sprint juin-sept;17,5;TMA
2024-07-31;Aurouze;Assistance / Demande;6;TMA
2024-07-31;Aurouze;Assistance / Demande;1;Tuenet
2024-06-30;VinsIGP;TMA;3,5;TMA
2024-06-30;VinsIGP;TMA;2;TMA
2024-06-30;Ventoux;Forfait;21;Forfait
2024-06-30;Ventoux;Developpement;14;Forfait
2024-06-30;Ventoux;Dév avant dernier sprint;20;Forfait
2024-06-30;Ventoux;Dev;16;Dev
2024-06-30;Ventoux;Dev;14,0;Dev
2024-06-30;ODGRhone;TMA;1;TMA
2024-06-30;ODGRhone;Dev + réunion;7,0;Manquant
2024-06-30;ODGRhone;Calendrier;11,25;Calendrier
2024-06-30;ODGProvence;TMA;7;TMA
2024-06-30;ODGProvence;TMA;4;TMA
2024-06-30;ODGProvence;TMA;3,5;TMA
2024-06-30;NutriVin;Test + Mapper couchdb;5;Forfait
2024-06-30;Juricaf;TMA;3,5;TMA
2024-06-30;Juricaf;Réinstallation du Serveur;3,5;AdminSys
2024-06-30;IVSO;NutriVin;7,0;NutriVin
2024-06-30;IVSO;NutriVin;3,5;NutriVin
2024-06-30;IVSO;Developpement;3,5;NutriVin
2024-06-30;IVSE;Dev;2;TMA
2024-06-30;IVSE;Assistance / Demande + evolutions;17,5;TMA
2024-06-30;IVBD;TMA;2;TMA
2024-06-30;IR;Dev;2;TMA
2024-06-30;IR;Assistance / Demande + evolutions;17,5;TMA
2024-06-30;CNIV;TMA;14;TMA
2024-06-30;CIVP;Dev;2;TMA
2024-06-30;CIVP;Calendrier;11,25;Calendrier
2024-06-30;CIVP;Assistance / Demande + evolutions;21;TMA
2024-06-30;CIVA;TMA;7,0;TMA
2024-06-30;CentreLoire;TMA;1;TMA
2024-06-30;CentreLoire;TMA;1;TMA
2024-06-30;CentreLoire;TMA;1;TMA
2024-06-30;BIVC;TMA;3,5;TMA
2024-06-30;AVA;TMA;1;TMA
2024-06-30;Aurouze;TMA;2;TMA
2024-06-30;Aurouze;TMA;16;TMADate;Client;Description;Temps (en heure);Categorie (projet)
2024-06-30;Aurouze;Réunion;2;Réunion
2024-06-30;AMVM;TMA;10,5;TMA
2024-05-31;Ventoux;Parcellaire affectation;5;Forfait;
2024-05-31;Ventoux;Forfait;28;Forfait
2024-05-31;Ventoux;Dev Habilitation;8;Forfait
2024-05-31;Ventoux;Dev;14,0;Dev
2024-05-31;ODGProvence;TMA;1,5;TMA
2024-05-31;Juricaf;TMA;3,5;TMA
2024-05-31;IVSO;TMA;1,5;TMA
2024-05-31;IVSO;Nutrivin Mise en prod;73,5;NutriVin
2024-05-31;IVSO;NutriVin;28;NutriVin
2024-05-31;IVSO;NutriVin;21;NutriVin
2024-05-31;IVSO;Dev général;20;NutriVin;
2024-05-31;IVSO;Dev général;1;NutriVin
2024-05-31;IVSO;Developpement;56;NutriVin
2024-05-31;IVSE;Assistance / Demande;7;TMA
2024-05-31;IVBD;TMA;3,5;TMA
2024-05-31;IVBD;TMA;2,0;TMA
2024-05-31;IR;Assistance / Demande;10,5;TMA
2024-05-31;IGP;TMA;7,0;TMA
2024-05-31;CNIV;TMA;3,5;TMA
2024-05-31;CIVP;Assistance / Demande;3,5;TMA
2024-05-31;CIVA;TMA;7,0;TMA
2024-05-31;CIVA;TMA;3,5;TMA
2024-05-31;CIVA;Assistance / Demande;3,5;TMA
2024-05-31;CentreLoire;TMA;3,5;TMA
2024-05-31;CentreLoire;TMA;2,5;TMA
2024-05-31;CentreLoire;TMA;1,5;TMA
2024-05-31;AVA;TMA;3,5;TMA
2024-05-31;AVA;TMA;0,5;TMA
2024-05-31;Aurouze;TMA;5;TMA
2024-05-31;Aurouze;TMA;17,5;TMA
2024-05-31;Aurouze;Optimisation recherche générale;2;TMA
2024-05-31;Aurouze;Modification nommage titres commentaires;0,5;TMA
2024-05-31;Aurouze;Ajout pages erreurs;1;TMA
2024-04-30;VinsIGP;TMA;5;TMA
2024-04-30;VinsIGP;TMA;3,5;TMA
2024-04-30;VinsIGP;Assistance / Demande;2;TMA
2024-04-30;Ventoux;Habilitation apporteurs;5;Forfait;
2024-04-30;Ventoux;Forfait;7;Forfait
2024-04-30;ODGRhone;TMA;3,5;Parcellaire Manquant
2024-04-30;ODGRhone;Parcellaire Manquant;10,5;Parcellaire Manquant
2024-04-30;ODGProvence;TMA;0,5;TMA
2024-04-30;NathanMode;Correction;3,5;Forfait
2024-04-30;NathanMode;Assistance / Demande;3,5;TMA
2024-04-30;Juricaf;TMA;14;TMA
2024-04-30;IVSO;TMA;17,5;NutriVin
2024-04-30;IVSO;NutriVin;31;NutriVin
2024-04-30;IVSO;NutriVin;17,5;NutriVin
2024-04-30;IVSO;Dev général;2;NutriVin
2024-04-30;IVSO;Dev général;21;NutriVin;
2024-04-30;IVSO;Developpement;28;NutriVin
2024-04-30;IVSE;TMA;0,5;TMA
2024-04-30;IVSE;Assistance / Demande;10,5;TMA
2024-04-30;IR;Assistance / Demande;14;TMA
2024-04-30;InterRhone;TMA;4;TMA
2024-04-30;CNIV;TMA;3,5;TMA
2024-04-30;CIVP;TMA;7;TMA
2024-04-30;CIVP;TMA;0,5;TMA
2024-04-30;CIVP;Assistance / Demande;14;TMA
2024-04-30;CIVA;TMA;7;TMA
2024-04-30;CIVA;TMA;3,5;TMA
2024-04-30;CIVA;Tiers;14,0;TMA
2024-04-30;CIVA;Assistance / Demande;7;TMA
2024-04-30;CentreLoire;TMA;9;TMA
2024-04-30;CentreLoire;TMA;3,5;TMA
2024-04-30;CentreLoire;TMA;2,0;TMA
2024-04-30;BIVC;TMA;3,5;TMA
2024-04-30;BIVC;TMA;0,5;TMA
2024-04-30;AVA;TMA VCI;3,5;TMA
2024-04-30;AVA;TMA;14,0;TMA
2024-04-30;Aurouze;TMA;10,5;TMA
2024-04-30;Aurouze;Réunion fin de sprint;2,5;Reunion
2024-04-30;Aurouze;Optimisation recherche téléphone;3;TMA
2024-04-30;Aurouze;Ajout établissement crèche;0,5;TMA
2024-04-30;AMVM;TMA;3,5;TMA
2024-04-04;Aurouze;Ajout cookie Paris/Seine et Marne__Libellé facture avec date complète__Création établissement coché par défaut;2;TMA
2024-03-31;VinsIGP;TMA;6;TMA
2024-03-31;VinsIGP;TMA;3,5;TMA
2024-03-31;VinsIGP;TMA;1,0;TMA
2024-03-31;Ventoux;Forfait;21;Forfait
2024-03-31;Ventoux;Forfait;14,0;Forfait
2024-03-31;ODGRhone;TMA;3,5;TMA
2024-03-31;ODGRhone;Réunion;2,0;Parcellaire Manquant
2024-03-31;ODGProvence;TMA;7,0;TMA
2024-03-31;ODGProvence;TMA;3,5;TMA
2024-03-31;ODGProvence;Réunion;2,5;SprintEvolution
2024-03-31;ODGProvence;Potentiel de production;21;SprintEvolution
2024-03-31;ODGNantes;TMA;1;TMA
2024-03-31;NathanMode;Réunion;2,0;Réunion
2024-03-31;NathanMode;Evolutions;33,25;Forfait
2024-03-31;NathanMode;Assistance / Demande;8,75;TMA
2024-03-31;Juricaf;TMA;28;TMA
2024-03-31;IVSO;TMA;0,5;TMA
2024-03-31;IVSO;NutriVin;3,5;NutriVin
2024-03-31;IVSO;Assistance / Demande;1;TMA
2024-03-31;IVSE;Assistance / Demande;1;TMA
2024-03-31;IVBD;TMA;1;TMA
2024-03-31;IR;TMA;5;TMA
2024-03-31;IR;Assistance / Demande;10,5;TMA
2024-03-31;CNIV;TMA;3,5;TMA
2024-03-31;CIVP;Assistance / Demande;14;TMA
2024-03-31;CIVA;TMA;3,5;TMA
2024-03-31;CIVA;TMA;2,5;TMA
2024-03-31;CIVA;Tiers;70,0;Évolutions Tiers
2024-03-31;CIVA;Évolutions tiers sprint final;29;Évolutions Tiers
2024-03-31;CIVA;Assistance / Demande;1;TMA
2024-03-31;CentreLoire;TMA;7;TMA
2024-03-31;CentreLoire;TMA;7,0;TMA
2024-03-31;CentreLoire;TMA;3,5;TMA
2024-03-31;BIVC;TMA;3,5;TMA
2024-03-31;AVA;TMA VCI;10,5;TMA
2024-03-31;AVA;TMA;7,0;TMA
2024-03-31;AVA;TMA;14;TMA
2024-03-31;Aurouze;TMA;8;TMA
2024-03-31;Aurouze;TMA;7,0;TMA
2024-03-31;Aurouze;Assistance / Demande;1;TMA
2024-03-31;AlmaCersius;Metabase;21;Forfait
2024-03-31;AlmaCersius;Export des données;7;Forfait
2024-03-29;CentreLoire;Evolution DR bailleur;10,5;Forfait
2024-02-29;VinsIGP;TMA;4;TMA
2024-02-29;VinsIGP;TMA;3,5;TMA
2024-02-29;VinsIGP;TMA;3,5;TMA
2024-02-29;Tuenet;TMA;0,25;TMA
2024-02-29;PlateauUrbain;Éditeur + Captcha;7;TMA
2024-02-29;ODGRhone;TMA;3,5;TMA
2024-02-29;ODGRhone;TMA;2,0;TMA
2024-02-29;ODGProvence;TMA;3,5;TMA
2024-02-29;ODGProvence;Sprint Parcellaire;3,5;SprintEvolution
2024-02-29;ODGProvence;Génération shell;5;SprintEvolution
2024-02-29;ODGNantes;TMA;3,5;TMA
2024-02-29;ODGNantes;TMA;10,5;TMA
2024-02-29;NathanMode;TMA;1,5;TMA
2024-02-29;Juricaf;TMA;3,5;TMA
2024-02-29;IVSO;TMA;3,5;TMA
2024-02-29;IVSO;TMA;2,0;TMA
2024-02-29;IVSO;evolution crd necessitant une observation;10,5;TMA
2024-02-29;IVBD;TMA;3,5;TMA
2024-02-29;IR;TMA;3,5;TMA
2024-02-29;IR;Hors forfait;7;Adelphe
2024-02-29;CNIV;TMA;14;TMA
2024-02-29;CIVP;TMA;3,5;TMA
2024-02-29;CIVA;TMA;16;TMA
2024-02-29;CIVA;TMA;10,5;TMA
2024-02-29;CIVA;Tiers;14,0;Évolutions Tiers
2024-02-29;CIVA;Évolution tiers;42;Évolutions Tiers
2024-02-29;CentreLoire;TMA;7;TMA
2024-02-29;CentreLoire;TMA;14;TMA
2024-02-29;CentreLoire;TMA;10,5;TMA
2024-02-29;CentreLoire;TMA;0,5;TMA
2024-02-29;AVA;TMA;10,5;TMA
2024-02-29;AVA;TMA;0,75;TMA
2024-02-29;Aurouze;TMA;17,5;TMA
2024-02-29;Aurouze;TMA;10;TMA
